id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_name,team2_name,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_rpi_rating,team2_rpi_rating,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_fg3rate,team1_oppfg3rate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_fg3rate,team2_oppfg3rate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_postseason,team2_coaches_postseason,team1_ap_postseason,team2_ap_postseason
2017-1433-1332,1433,1332,2017,10,3,X10,Y03,3,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Oregon,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,dana-altman-1,Dana Altman,4,12,2,2,0,0,593,68,311,29,4,29,4,0.614,0.643,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,54.8027444254,37.8666666667,70.6060606061,17.7339901478,45.8128078818,31.1111111111,71.511627907,9.8627787307,39.1440501044,37.1517027864,58.3965330444,48.5933503836,0.0947659369105,0.0684420655464,69.1236,68.2858,106.867,109.85,94.3718,95.171,68.7979,66.6161,113.722,117.752,95.081,93.9502,37.547631,-77.453597,44.044515,-123.07398,,5.0,,5.0,,9.0,,9.0
2017-1433-1345,1433,1345,2017,10,4,X10,Y04,4,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Purdue,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,matt-painter-1,Matt Painter,8,9,2,2,0,0,288,140,145,25,6,25,6,0.614,0.613,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,52.4675324675,40.6205923836,76.3693270736,6.10221205187,45.8428680397,32.2580645161,71.2359550562,8.91774891775,38.0364806867,33.1804281346,64.8769574944,49.075215783,0.0736185501113,0.0908109061253,69.1236,68.2858,106.867,109.85,94.3718,95.171,70.0958,68.7679,112.986,116.91,94.7687,92.7221,37.547631,-77.453597,40.428206,-86.914435,,15.0,,15.0,,15.0,,15.0
2017-1433-1235,1433,1235,2017,10,5,X10,Y05,5,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Iowa St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,steve-prohm-1,Steve Prohm,1,2,1,1,0,0,150,21,50,23,9,23,9,0.614,0.611,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.1961722488,40.2200488998,69.5804195804,8.93939393939,47.1212121212,34.8422496571,70.2087286528,9.25039872408,39.4787644788,35.5783308931,53.7590113285,50.6849315068,0.109986778409,0.064475008033,69.1236,68.2858,106.867,109.85,94.3718,95.171,70.637,68.0166,112.325,119.607,100.85,96.4621,37.547631,-77.453597,42.026368,-93.648353,,,,24.0,,20.0,,17.0
2017-1433-1166,1433,1166,2017,10,6,X10,Y06,6,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Creighton,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,greg-mcdermott-1,Greg McDermott,3,6,0,0,0,0,315,80,211,25,8,25,8,0.614,0.603,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,56.8181818182,40.0837988827,68.345323741,7.64381402679,49.8817966903,33.3783783784,67.7700348432,7.52351097179,35.9437751004,36.8342458935,56.2252964427,47.9545454545,0.0847997493603,0.0914834734479,69.1236,68.2858,106.867,109.85,94.3718,95.171,72.5417,70.7239,112.19,115.688,100.347,96.0481,37.547631,-77.453597,41.265325,-95.947029,,23.0,,22.0,,,,
2017-1433-1276,1433,1276,2017,10,7,X10,Y07,7,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Michigan,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,john-beilein-1,John Beilein,6,10,2,4,1,1,505,133,308,23,10,23,10,0.614,0.599,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,56.3725490196,37.9928315412,77.4475524476,7.31895223421,50.0,37.7142857143,67.9764243615,7.94117647059,45.0726978998,28.7986834888,52.1836506159,45.4545454545,0.0911893946734,0.0661123111382,69.1236,68.2858,106.867,109.85,94.3718,95.171,63.7952,62.6075,116.14,121.306,102.043,99.543,37.547631,-77.453597,42.276138,-83.743132,,,,,,,,23.0
2017-1433-1274,1433,1274,2017,10,8,X10,Y08,8,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Miami FL,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,jim-larranaga-1,Jim Larranaga,2,7,2,3,0,1,581,67,376,21,10,21,10,0.614,0.587,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,49.8725573492,35.9019264448,71.8333333333,10.7545533391,45.880312229,33.0605564648,73.6220472441,8.32625318607,32.6659038902,34.6371882086,48.1060606061,51.5731874145,0.0980227278188,0.0941786992768,69.1236,68.2858,106.867,109.85,94.3718,95.171,64.8294,62.8555,106.563,110.406,98.2915,93.4433,37.547631,-77.453597,25.720406,-80.27645,,,,,,,,
2017-1433-1277,1433,1277,2017,10,9,X10,Y09,9,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Michigan St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,tom-izzo-1,Tom Izzo,19,19,13,13,7,7,543,218,218,19,13,19,13,0.614,0.578,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,52.3936170213,37.5907111756,66.4495114007,12.2766122766,43.512043512,34.6645367412,72.1726190476,8.95390070922,37.9196477711,32.723470988,65.8823529412,54.8262548263,0.0650320183151,0.0853821737063,69.1236,68.2858,106.867,109.85,94.3718,95.171,68.2354,66.5601,104.856,110.584,99.8615,95.6429,37.547631,-77.453597,42.72476,-84.473639,,9.0,,12.0,,,,
2017-1433-1329,1433,1329,2017,10,10,X10,Y10,10,10,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Oklahoma St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,brad-underwood-1,Brad Underwood,0,3,0,0,0,0,109,11,25,20,11,20,11,0.614,0.588,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.0407497963,40.2597402597,78.650137741,8.12937062937,52.534965035,35.4515050167,72.2921914358,10.7579462103,36.09375,34.328358209,50.9518477044,51.1685116851,0.106666666667,0.0897777777778,69.1236,68.2858,106.867,109.85,94.3718,95.171,72.5806,70.1295,116.954,124.85,107.54,102.721,37.547631,-77.453597,36.123085,-97.069743,,,,,,,,
2017-1433-1348,1433,1348,2017,10,11,X10,Y11,10,11,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Rhode Island,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,dan-hurley-1,Dan Hurley,0,0,0,0,0,0,123,72,95,23,8,23,8,0.614,0.593,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.6359300477,33.7860780985,65.4843110505,16.4128595601,45.8544839255,29.0196078431,70.7850707851,7.94912559618,31.8895506226,30.1418439716,51.5550239234,46.8115942029,0.0958470134209,0.0783365013536,69.1236,68.2858,106.867,109.85,94.3718,95.171,67.5737,66.2594,108.418,110.076,95.7876,94.8164,37.547631,-77.453597,41.481616,-71.531052,,24.0,,23.0,,,,
2017-1433-1305,1433,1305,2017,10,12,X10,Y12,10,12,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Nevada,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,eric-musselman-1,Eric Musselman,0,0,0,0,0,0,52,19,19,28,5,28,5,0.614,0.601,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,49.3366500829,38.4710234279,70.3440094899,10.9386548411,48.9283074649,30.7277628032,68.5908319185,6.21890547264,40.2082300446,35.4176610979,60.1984564498,51.797752809,0.0747594068812,0.0780636900582,69.1236,68.2858,106.867,109.85,94.3718,95.171,70.915,69.5098,112.28,114.54,99.7493,101.217,37.547631,-77.453597,39.552523,-119.82526,,,,,,,,
2017-1433-1436,1433,1436,2017,10,13,X10,Y13,10,13,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Vermont,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,john-becker-1,John Becker,1,1,0,0,0,0,139,67,67,29,4,29,4,0.614,0.584,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,55.6280587276,36.7021276596,70.0320512821,11.7131474104,46.6932270916,34.495412844,70.7112970711,7.25938009788,31.5083798883,30.2777777778,49.1563554556,44.1860465116,0.085433377056,0.0826475060651,69.1236,68.2858,106.867,109.85,94.3718,95.171,65.2644,64.2113,112.739,110.856,96.2827,98.9585,37.547631,-77.453597,44.479262,-73.198128,,,,,,,,
2017-1433-1233,1433,1233,2017,10,14,X10,Y14,10,14,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Iona,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,tim-cluess-1,Tim Cluess,3,3,0,0,0,0,162,76,76,22,11,22,11,0.614,0.541,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,49.3227091633,39.7129186603,76.9938650307,7.38844184345,47.1836137527,35.98937583,69.6327683616,7.88844621514,39.9808703969,35.5188679245,55.8359621451,53.8209606987,0.094472361809,0.0651256281407,69.1236,68.2858,106.867,109.85,94.3718,95.171,72.4396,70.3745,110.079,110.282,103.915,106.283,37.547631,-77.453597,40.927107,-73.785635,,,,,,,,
2017-1433-1240,1433,1240,2017,10,15,X10,Y15,10,15,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Jacksonville St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,ray-harper-1,Ray Harper,0,2,0,0,0,0,109,13,77,20,13,20,13,0.614,0.509,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.8755760369,36.68261563,71.6753022453,10.6170598911,44.7368421053,37.915407855,71.986970684,8.66359447005,36.6238317757,37.5283446712,56.5217391304,49.4623655914,0.0692012623265,0.0882912657269,69.1236,68.2858,106.867,109.85,94.3718,95.171,64.9709,63.4247,105.63,105.412,103.909,104.829,37.547631,-77.453597,33.822128,-85.766644,,,,,,,,
2017-1433-1300,1433,1300,2017,10,16,X10,Y16a,10,16,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,NC Central,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,levelle-moton-1,LeVelle Moton,1,1,0,0,0,0,151,101,101,24,7,24,7,0.614,0.484,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,52.9577464789,33.282674772,69.2821368948,8.55148342059,45.8987783595,29.1338582677,63.1364562118,7.41784037559,38.1892048752,35.654126895,52.2349936143,43.8818565401,0.0860477907474,0.0699138299823,69.1236,68.2858,106.867,109.85,94.3718,95.171,68.1792,66.2009,107.753,102.936,93.6945,101.909,37.547631,-77.453597,35.974237,-78.898602,,,,,,,,
2017-1433-1413,1433,1413,2017,10,16,X10,Y16b,10,16,X,Y,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,UC Davis,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,jim-les-1,Jim Les,0,1,0,1,0,0,239,102,242,21,11,21,11,0.614,0.504,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,46.9337694195,35.0626118068,66.1202185792,9.63026655202,48.0653482373,32.730015083,70.8469055375,9.0760425184,31.3692480359,36.308871851,51.9480519481,53.8659793814,0.0790347108906,0.0954632743903,69.1236,68.2858,106.867,109.85,94.3718,95.171,69.6275,68.3783,98.5302,97.8831,97.8132,102.657,37.547631,-77.453597,38.539895,-121.751958,,,,,,,,
2017-1433-1314,1433,1314,2017,10,1,X10,Z01,1,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,North Carolina,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,roy-williams-1,Roy Williams,12,26,8,17,4,8,810,114,215,27,6,27,6,0.614,0.647,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.1490479317,36.6564417178,70.6536856745,8.9527027027,46.7060810811,34.2412451362,71.986970684,10.1116217991,29.9770114943,39.4373401535,59.0373280943,47.2460220318,0.093759646727,0.0870625291037,69.1236,68.2858,106.867,109.85,94.3718,95.171,72.1311,70.5369,116.337,122.118,98.192,94.0911,37.547631,-77.453597,35.912165,-79.050969,,6.0,,6.0,,8.0,,6.0
2017-1433-1246,1433,1246,2017,10,2,X10,Z02,2,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Kentucky,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,john-calipari-1,John Calipari,6,17,5,12,4,6,690,51,191,28,4,28,4,0.614,0.648,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,53.4217877095,35.2409638554,69.5652173913,13.037037037,47.9259259259,30.9451219512,67.0503597122,7.0530726257,31.679389313,32.701894317,51.8518518519,43.1764705882,0.0805594856277,0.0632391962177,69.1236,68.2858,106.867,109.85,94.3718,95.171,74.9612,72.7197,114.198,119.203,95.3327,92.3723,37.547631,-77.453597,38.028081,-84.510698,,4.0,,2.0,,5.0,,5.0
2017-1433-1417,1433,1417,2017,10,3,X10,Z03,3,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,UCLA,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,steve-alford-1,Steve Alford,2,9,2,3,0,0,479,43,249,29,3,29,3,0.614,0.624,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,58.7883320868,40.5204460967,74.4791666667,12.7598566308,45.017921147,36.2244897959,67.1403197158,4.33807030666,37.6399253731,35.979807251,63.7017070979,47.0394736842,0.0817975207657,0.0874666558683,69.1236,68.2858,106.867,109.85,94.3718,95.171,74.8337,73.0361,120.722,122.716,101.061,99.8371,37.547631,-77.453597,34.068892,-118.443901,,20.0,,16.0,,6.0,,8.0
2017-1433-1139,1433,1139,2017,10,4,X10,Z04,4,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Butler,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,chris-holtmann-1,Chris Holtmann,2,2,0,0,0,0,112,29,83,23,7,23,7,0.614,0.626,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,54.5955882353,36.3496932515,73.9682539683,8.39768339768,50.9652509653,33.44,70.1444622793,7.8125,37.4712643678,37.6279349789,49.2178098676,43.0122116689,0.0922964725292,0.0731676699325,69.1236,68.2858,106.867,109.85,94.3718,95.171,66.9222,65.1569,112.888,118.033,101.51,97.0702,37.547631,-77.453597,39.840662,-86.171791,,,,,,24.0,,21.0
2017-1433-1278,1433,1278,2017,10,5,X10,Z05,5,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Minnesota,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,richard-pitino-1,Richard Pitino,0,0,0,0,0,0,93,59,73,24,8,24,8,0.614,0.612,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,47.2779369628,34.4651952462,70.7006369427,16.1732851986,44.476534296,30.4721030043,68.2804674457,8.6676217765,29.6725440806,33.5412667946,57.010428737,53.1966224367,0.079522026339,0.0791012748769,69.1236,68.2858,106.867,109.85,94.3718,95.171,70.4492,69.2307,104.14,109.592,95.8428,92.9817,37.547631,-77.453597,44.977886,-93.235352,,,,,,,,
2017-1433-1153,1433,1153,2017,10,6,X10,Z06,6,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Cincinnati,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,mick-cronin-1,Mick Cronin,6,8,1,1,0,0,305,132,156,29,3,29,3,0.614,0.633,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,52.1285140562,34.9295774648,68.0250783699,15.061295972,40.8056042032,33.5338345865,73.7430167598,7.95180722892,36.3171355499,36.8013281682,59.1973244147,52.3947750363,0.113351498638,0.0536928151441,69.1236,68.2858,106.867,109.85,94.3718,95.171,65.5413,63.5784,112.978,114.704,91.9132,91.5371,37.547631,-77.453597,39.131159,-84.51428,,25.0,,,,16.0,,18.0
2017-1433-1173,1433,1173,2017,10,7,X10,Z07,7,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Dayton,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,archie-miller-1,Archie Miller,3,3,1,1,0,0,139,61,61,24,6,24,6,0.614,0.601,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.775147929,38.6687797147,69.123783032,11.2759643917,47.1810089021,32.3708206687,71.0571923744,10.5522682446,38.358662614,39.4248052726,61.3784135241,55.2173913043,0.106306565149,0.0636881674089,69.1236,68.2858,106.867,109.85,94.3718,95.171,69.3093,68.4018,109.246,112.379,95.9768,96.7058,37.547631,-77.453597,39.73686,-84.173662,,,,,,,,
2017-1433-1116,1433,1116,2017,10,8,X10,Z08,8,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Arkansas,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,mike-anderson-1,Mike Anderson,1,7,0,2,0,0,327,71,169,25,7,25,7,0.614,0.604,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.1786990708,36.8243243243,76.2273901809,12.7746135069,47.0301057771,33.153638814,69.9481865285,7.64832022873,29.7338021095,37.6458650431,50.8695652174,50.7281553398,0.105523006346,0.0686535222012,69.1236,68.2858,106.867,109.85,94.3718,95.171,71.5053,69.3406,112.031,117.086,103.345,101.094,37.547631,-77.453597,36.06153,-94.178214,,,,,,,,
2017-1433-1371,1433,1371,2017,10,9,X10,Z09,9,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Seton Hall,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,kevin-willard-1,Kevin Willard,1,1,0,0,0,0,173,100,149,21,10,21,10,0.614,0.586,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.038491147,33.734939759,64.3258426966,6.62751677852,47.9865771812,33.9774557166,71.7125382263,8.23710546574,30.9042553191,34.2526199669,46.5721040189,49.2975734355,0.0995549177663,0.0982095810397,69.1236,68.2858,106.867,109.85,94.3718,95.171,68.913,67.1371,104.876,109.89,100.769,95.9148,37.547631,-77.453597,40.742859,-74.248753,,,,,,,,
2017-1433-1455,1433,1455,2017,10,10,X10,Z10,10,10,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Wichita St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,gregg-marshall-1,Gregg Marshall,5,12,2,2,1,1,454,88,171,30,3,30,3,0.614,0.598,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,50.8488278092,40.7355021216,73.3585858586,11.1308993767,42.3864648264,30.9090909091,69.4915254237,8.8116410671,36.3683127572,38.9009793254,59.1057797165,49.2109038737,0.0970097716681,0.0743886589922,69.1236,68.2858,106.867,109.85,94.3718,95.171,69.6587,68.4892,117.578,119.672,90.085,93.2578,37.547631,-77.453597,37.716484,-97.296733,,,,,,19.0,,19.0
2017-1433-1243,1433,1243,2017,10,11,X10,Z11a,10,11,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Kansas St,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,bruce-weber-1,Bruce Weber,2,10,0,3,0,1,411,66,221,19,12,19,12,0.614,0.57,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.4563106796,36.0554699538,69.0179806362,10.3391232423,44.582299421,38.3116883117,71.9387755102,9.62047661077,36.4197530864,33.7534246575,60.4651162791,56.1290322581,0.115211360376,0.0928835773574,69.1236,68.2858,106.867,109.85,94.3718,95.171,67.5997,65.9503,105.903,112.081,98.5682,94.5247,37.547631,-77.453597,39.188616,-96.581077,,,,,,,,
2017-1433-1448,1433,1448,2017,10,11,X10,Z11b,10,11,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Wake Forest,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,danny-manning-1,Danny Manning,0,1,0,0,0,0,80,51,80,18,12,18,12,0.614,0.588,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.8668831169,38.6567164179,77.2251308901,10.3270223752,51.2908777969,35.7239512855,72.3011363636,9.9025974026,35.2260778128,38.8742766965,55.4565701559,52.5581395349,0.0762976042552,0.0841453578358,69.1236,68.2858,106.867,109.85,94.3718,95.171,71.6766,70.2875,115.294,120.89,109.06,103.607,37.547631,-77.453597,36.135301,-80.279004,,,,,,,,
2017-1433-1292,1433,1292,2017,10,12,X10,Z12,10,12,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,MTSU,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,kermit-davis-1,Kermit Davis,2,4,0,0,0,0,377,178,228,30,3,30,3,0.614,0.596,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,53.8286580743,36.9982547993,70.0534759358,8.46846846847,46.7567567568,32.4546952224,70.7692307692,5.76194086429,30.2854122622,35.3523587653,53.6876355748,50.1396648045,0.104608602801,0.0698913372428,69.1236,68.2858,106.867,109.85,94.3718,95.171,66.096,64.1106,111.851,111.697,95.4078,97.0264,37.547631,-77.453597,35.849139,-86.362094,,,,,,25.0,,
2017-1433-1457,1433,1457,2017,10,13,X10,Z13,10,13,X,Z,R6CH,glendale,33.5275,-112.2625,VA Commonwealth,Winthrop,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,pat-kelsey-1,Pat Kelsey,0,0,0,0,0,0,102,57,57,26,5,26,5,0.614,0.556,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,51.160443996,37.9895561358,71.9298245614,13.5204081633,45.7482993197,31.7829457364,72.3577235772,9.98990918264,43.5970404098,35.4200988468,48.3709273183,41.0497981157,0.0840177852866,0.08310454849,69.1236,68.2858,106.867,109.85,94.3718,95.171,71.226,70.7853,108.867,106.495,97.0163,101.878,37.547631,-77.453597,34.93851,-81.028663,,,,,,,,
